JournalInstructionsTitle |= Journal
ChatOptionGossipMELLOWFIELDS |= I recall that song about the Nymphs of Simplewood. 'Beware the things with flappy wings. Beware their claws and horrid stings. Sate them with poured honey do...but never ever feed them poo'.
ChatOptionGossipMELLOWFIELDS |= Have you been to see Marshtyt? He lives in Twanging Gardens. He is a bit fruity so watch yourself around him. If he suggests having a look in the greenhouse, decline politely. It's way too hot in those greenhouses.
ChatOptionGossipMELLOWFIELDS |= Mossmen and Dryads live in E'ergreen. They say they take human form when they visit Quill. I think tree-people should not feel the need to disguise themselves. They would be very poplar. Poplar! Gettit?!
ChatOptionGossipMELLOWFIELDS |= Have you been to see The Dancers? Not many go there because of the eerie sounds. Nobody knows who put them there or what they do. I would bet my last turnip that they are part of some extravagant secret which, when uncovered by some sort of protagonist, would surprise and delight. Or make them soil themselves. Gotta be one or the other.
ChatOptionGossipMELLOWFIELDS |= They say an old lady called Betty went to The Dancers one night, and a young girl walked out of the woods the next morning, claiming to be her. Nobody believed her and she was sacrificed to Freyl so that no ill would befall the Haven. The weird thing, though, is that nobody ever saw old Betty again.
ChatOptionGossipMELLOWFIELDS |= A man had 7 apples in one hand and 12 apples in the other? What did he have? Big hands! That's not really gossip, but do be on the lookout for a man with huge hands.
ChatOptionGossipMELLOWFIELDS |= Take heed of this advice. Never stand by a puddle in Midwood.
ChatOptionGossipMELLOWFIELDS |= They say Aurore created Autumn when she caught a rainbow and tied the ends together. She put the rainbow on her finger and danced over Quill with joy. She was so taken aback by the beautiful colours that she wept. Her tears were as rain, and her breath created the mists.\nI hope she didn't tread on anybody!
ChatOptionGossipMELLOWFIELDS |= Have you stood near the entrance to Simplewood and listened carefully? You can hear the giggles of the Nymphs, and the hum of their wings.
ChatOptionGossipMELLOWFIELDS |= I don't know much about history. Don't know much biology. I do know that you should never throw apples at a Forest Hag, though.
ChatOptionGossipWOEMARSH |= The folk of Woemarsh are descended from a tribe of lost actors who liked to dress in colourful costumes and shout "Lightning bolt!" at each other. Not much has changed.
ChatOptionGossipWOEMARSH |= I once met a miller called Mick who was also a contortionist. He was full of himself. He eventually died in his own arms.
ChatOptionGossipWOEMARSH |= Deep in the swamp lies the tomb of the banished Grandmaster. He was cursed with a hideous visage and wanders Dreadwaters at night. All these candles keep him at bay as he hates the smell. I would advise not going there. If he grabs you, that's it!
ChatOptionGossipWOEMARSH |= A magic rabbit once swapped my feet around. It had mix-up-my-toesies. Do you like that joke? I found it written in an ancient book written by a man called Tim, that I found wrapped in vines.
ChatOptionGossipWOEMARSH |= Have you seen that door in Frogmarsh that has frog statues all around it? Some people say it contains a legendary treasure. Others say it is a doorway to a land made of candy. Me? I like to imagine it's a legendary candy treasure. That would be sweet.
ChatOptionGossipWOEMARSH |= What is your opinion on wooden dividers between fields and gardens that people sit on? I am on the fence about them.
ChatOptionGossipWOEMARSH |= They say a black dog of death, Black Barrag, sits outside a person's house for a week before they pass on. I am not sure if normal folks can see it. It does make me wonder if it needs the toilet or eats. Perhaps we should leave invisible bones outside for it to nibble on?
ChatOptionGossipWOEMARSH |= I keep humming that song about the Fachen of Midwood. "Like a Facheny smell, I'll be gone when the morning comes. When the night is over like a Facheny smell, I'll be gone, gone, gone". Hmmm I really fancy some eating some meat loaf now.
ChatOptionGossipWOEMARSH |= Have you met Moon the Archer on your way here? She lives in Drownhill in her colourful tent. She taught me how to use a slingshot but I was so bad at it I kept hitting myself on the bottom. Thinking about it, that is actually really impressive.
ChatOptionGossipWOEMARSH |= Want some absolutely salacious gossip? Something really, really steamy to get the blood flowing? A piece of gossip so outrageous, that your eyes will pop out of your head and you may need a dip in a freezing river to cool yourself down? Me too, have you got any?
ChatOptionGossipWOEMARSH |= Keep this to yourself but I heard a very interesting bit of information. There is said to be a strange structure they unearthed while mining in the Ferrous Footway. The miners who lived down there mysteriously vanished, and nobody dare go in there now. No need since the road opened through Wisptrail.
ChatOptionGossipWOEMARSH |= There was a woman who made rugs for a living. One day a Fae knocked on her door and asked for her to make a rug for his bald head. She trimmed his beard off and wove him a rug that was warm and cosy. As a thank you, he gave her some of his armpit hair. She thought it must be magical and maybe never run out or have healing properties. Nope. It was just a bundle of sweaty, worthless, powerless armpit hair.
ChatOptionGossipWOEMARSH |= A man had a duck that thought he was its mother. It would follow him around all day and sleep by him at night. One night he was having a romantic dream and kissed the duck as he slept. In the morning he woke up to find a beautiful woman wasn't in his bed. The duck was.
ChatOptionGossipWOEMARSH |= Take heed of this advice. Never let a Banshee scream in your face. You will pretty much die. I am not actually sure who found that out the hard way.
ChatOptionGossipWOEMARSH |= They say Hyalis sits playing with her scales in Opal. She is always weighing up life against death and keeping the scales balanced. They also say she enjoys crochet, painting by numbers and collecting bottles, but the man who told me that was very drunk.
ChatOptionGossipWOEMARSH |= They say that when the Blood Moon shines in the night sky, the monsters of the woods become more ferocious. I just know that when the sky turns red, it reminds me I need to buy more tomatoes.
ChatOptionGossipWOEMARSH |= The Goddess Morwenna rules the swamps of Woemarsh and protects the people from the ravages of time. To what end, we may never know. Some people may think it is a punishment, not a blessing. Sounds like one for the budding theorists out there!
ChatOptionAskInfo |= Candlewych Cottage is to the far west of the Vale
ChatOptionAskInfo |= Cowpat Farm is north of Candlewych West
ChatOptionAskInfo |= The Burial Grounds are south of Candlewych West
ChatOptionAskInfo |= North Gate is north of Druida's Cross
ChatOptionAskInfo |= Testy Acres is south of Druida's Cross
ChatOptionAskInfo |= Mother Hubbard lives west of Candlewych West
ChatOptionAskInfo |= Jogon lives in Rivermoor
ChatOptionAskInfo |= No idea!
ChatOptionAskInfo |= Twig? Isn't he that fishing Master in Dreamer's Nook?
ChatOptionAskInfo |= Festival green is south of Candlewych Village
ChatOptionAskInfo |= Candlewych Village is west of Druida's Cross
ChatOptionAskInfo |= Crumblechalk Mine is accessed in south-east Testy Acres
ChatOptionAskInfo |= Cuckoo Wood is north of Candlewych Village
ChatOptionAskInfo |= Poppyhill is west of Rivermoor and Homesteads
ChatOptionAskInfo |= Homesteads is West of Rivermoor
ChatOptionAskInfo |= Rivermoor is north of The Vale
ChatOptionAskInfo |= Simplewood is at the north end of Rivermoor
ChatOptionAskInfo |= Naida's Glory is north of Poppyhill
ChatOptionAskInfo |= FestField is east of Poppyhill
ChatOptionAskInfo |= Loverwood is south of Poppyhill
ChatOptionAskInfo |= The Cattery is in north Cuckoo Wood
ChatOptionAskInfo |= The Vale Blacksmith is in the centre of Candlewych Village
ChatOptionAskInfo |= The Vale Goods Store is in the middle of Candlewych Village
ChatOptionAskInfo |= The Apothecary is in Candlewych Village centre
ChatOptionAskInfo |= The Flailing Arms tavern is in Candlewych Village
ChatOptionAskInfo_Negative |= Am not telling you anything!
ChatOptionAskInfo_Negative |= Leave me alone
ChatOptionAskInfo_Negative |= Go away!
ChatOptionAskInfo_Neutral |= I don't know you well enough
ChatOptionAskInfo_Neutral |= I am not one for idle gossip
ChatOptionAskInfo_Neutral |= We are not friends
ChatOptionAskInfo_Neutral |= Loose lips cause blips
ChatOptionAskInfo_Neutral |= I do not feel comfortable gossiping with you
ChatOptionAskInfo_Neutral |= Nothing to tell you right now
ChatOptionAskInfo_Neutral |= Got none, sorry!
ChatOptionAskInfo_Neutral |= No time for banter right now
ChatOptionAskInfo_Neutral |= Not got anything to say to you right now
ChatOptionAskInfo_Neutral |= Secrets are secrets for a reason
ChatOptionAskInfo_Neutral |= Not in the mood to divulge anything
ChatOptionAskSecret_Friendly |= We're not close enough for me to tell you anything
ChatOptionAskSecret_Friendly |= Secrets are secrets for a reason
ChatOptionAskSecret_Friendly |= I don't like you enough for that
PermissionWarningMessage |= Vous n'etes pas autorisé à prendre ceci
PermissionWarningMessageUse |= Vous n'etes pas autorisé à utiliser ceci
NonSpouseBedUse |= Vous ne pouvez pas utiliser ceci
LONG_QUEUE |= That queue is too much for me!
COMPLETE_ORDER_THANKS |= Thanks for completing my order!
COMPLETE_ORDER_THANKS_SELF |= Hrm self-service, well, I guess at least I got the item.
COMPLETE_ORDER_MISSING |= Where's my order! This is an outrage!
QUEUE_WAIT |= What a queue!
QUEUE_WAIT |= Speed it up!
QUEUE_WAIT |= Why are we waiting?
QUEUE_WAIT |= Too slow!
QUEUE_WAIT |= So slow.
QUEUE_WAIT |= Zzzzz.
QUEUE_WAIT |= Hurry up!
QUEUE_WAIT |= Snail service!
QUEUE_WAIT |= I hate queuing.
QUEUE_WAIT |= How long do I have to wait?
QUEUE_WAIT |= Feels like forever to get served.
QUEUE_WAIT |= Never queued so long in all my life.
QUEUE_WAIT |= Service is far too slow.
BLACKSMITH_PLACEBO |= This looks a bit rusty, but I can make it work!
PATIENT_PLACEBO |= This tastes so much better than normal medicine.
PATIENT_PLACEBO_FAIL |= This tastes a bit funny.
PATIENT_CURED |= Ahhh, that's so much better.
PATIENT_CURED |= Just the ticket!
PATIENT_CURED |= That did the trick.
PATIENT_CURED |= Oooh, what a relief!
PATIENT_CURED |= Worked! Thank you!
PATIENT_CURED |= Great stuff doc.
PATIENT_CURED |= Feel so much better.
PATIENT_CURED |= Feeling better already.
PATIENT_CURED |= Thank the Goddesses that worked.
PATIENT_CURED |= Cured!
PATIENT_CURED |= Oh, what a relief!
PATIENT_CURED |= You are the best!
PATIENT_CURED |= Nice work! Thanks!
PATIENT_CURED |= All's well that ends swell.
PATIENT_CURED |= I knew you would sort it.
PATIENT_CURED |= Much improved! Cheers!
PATIENT_CURED |= Much better thanks.
PATIENT_CURED |= Thanks for that.
PATIENT_CURED |= Ahhhh, nice!
PATIENT_NOTCURED |= That didn't work!
PATIENT_NOTCURED |= I feel worse now.
PATIENT_NOTCURED |= Useless!
PATIENT_NOTCURED |= Grow a beak, you quack!
PATIENT_NOTCURED |= Knew you couldn't be trusted.
PATIENT_NOTCURED |= What a load of rubbish.
PATIENT_NOTCURED |= Terrible.
